city,lat,lon
Lake Elmo,44.9944,-92.9031
Fosston,47.5855,-95.7579
St. Stephen,45.701,-94.2742
Braham,45.7223,-93.1717
Sebeka,46.629,-95.0878
Roseau,48.8445,-95.7624
Kiester,43.5365,-93.7111
Bingham Lake,43.9096,-95.0461
St. Paul Park,44.836000000000006,-92.9949
Fulda,43.8691,-95.6023
Pequot Lakes,46.5875,-94.2983
Kilkenny,44.3153,-93.5742
Lake Wilson,43.9953,-95.9533
Bowlus,45.8191,-94.4072
New Munich,45.6309,-94.7525
Ham Lake,45.2545,-93.2039
Doran,46.1852,-96.4857
Perley,47.1761,-96.8015
Cyrus,45.6148,-95.7382
Dilworth,46.8795,-96.6986
Darfur,44.0535,-94.8378
Lauderdale,44.9942,-93.2026
Halma,48.66,-96.5972
Bemidji,47.483000000000004,-94.8788
South St. Paul,44.8877,-93.0411
Cuyuna,46.5115,-93.9264
Lake Crystal,44.1054,-94.2189
Browns Valley,45.5947,-96.8327
Cloquet,46.7221,-92.4923
Waubun,47.184,-95.9401
Lucan,44.41,-95.4134
Sleepy Eye,44.299,-94.7244
Crosslake,46.6755,-94.0955
Biscay,44.8262,-94.274
Hanley Falls,44.6918,-95.6194
Whalan,43.733999999999995,-91.9237
Viking,48.2182,-96.4068
Rothsay,46.4735,-96.2845
Parkers Prairie,46.153,-95.3296
Red Lake Falls,47.8837,-96.2727
Oronoco,44.1598,-92.5401
Mizpah,47.9209,-94.2132
Hibbing,47.3981,-92.9487
Landfall,44.9506,-92.9769
Maple Lake,45.2334,-94.0059
Jeffers,44.0558,-95.1953
Baudette,48.7119,-94.5924
Nielsville,47.5284,-96.8174
Pine Bend,47.4222,-95.5979
Kerkhoven,45.1924,-95.3201
Fridley,45.0841,-93.2595
Soudan,47.813,-92.2356
Dunnell,43.5604,-94.7751
Owatonna,44.0914,-93.2304
Nashwauk,47.3805,-93.1666
Halstad,47.351000000000006,-96.8249
Osakis,45.8649,-95.1524
Prinsburg,44.9349,-95.18700000000001
New Ulm,44.3119,-94.46799999999999
Grey Eagle,45.8245,-94.7491
Cedar Mills,44.9431,-94.5197
Northrop,43.7359,-94.4367
Cosmos,44.9354,-94.6949
Prior Lake,44.7251,-93.4409
Gem Lake,45.0579,-93.0405
Battle Lake,46.2845,-95.7191
Hillman,46.0063,-93.8887
Jenkins,46.6527,-94.3299
New Richland,43.8938,-93.4939
Wahkon,46.1206,-93.5223
Winger,47.5376,-95.9864
Ponemah,48.0348,-94.8983
Le Center,44.3866,-93.7311
Center City,45.3941,-92.8141
Montevideo,44.9505,-95.7154
Henriette,45.8713,-93.1197
Blomkest,44.9428,-95.0235
Elmdale,45.833999999999996,-94.4942
Bock,45.7844,-93.5528
Lake Henry,45.4619,-94.7965
Clarkfield,44.7907,-95.8079
Emmons,43.5068,-93.4851
Rollingstone,44.0993,-91.8187
Rushford Village,43.8033,-91.7915
Ormsby,43.8503,-94.6986
Erhard,46.4836,-96.0965
Northome,47.8748,-94.2675
Solway,47.5211,-95.1303
Frazee,46.7282,-95.7026
St. Louis Park,44.9488,-93.3649
Mantorville,44.0656,-92.7537
Nerstrand,44.3429,-93.0638
Wanda,44.3148,-95.2131
Lino Lakes,45.1679,-93.083
Searles,44.2307,-94.436
Red Lake,47.8707,-95.0052
Kenneth,43.7543,-96.0725
Lowry,45.705,-95.51899999999999
Esko,46.71,-92.3721
Verndale,46.3971,-95.0112
Trimont,43.7611,-94.7162
Oslo,48.1947,-97.1318
Sandstone,46.1292,-92.8646
Kasson,44.0333,-92.7481
Elbow Lake,45.9905,-95.9776
Zimmerman,45.4416,-93.5981
Littlefork,48.3964,-93.5578
St. Vincent,48.9693,-97.2264
Sturgeon Lake,46.3863,-92.8241
Silver Bay,47.294,-91.2779
Miltona,46.0462,-95.2931
Chisago City,45.3474,-92.9116
Swanville,45.9168,-94.6383
Pillager,46.3295,-94.4796
Myrtle,43.5632,-93.163
Kerrick,46.3386,-92.5843
Minnesota Lake,43.8409,-93.8279
Nowthen,45.3421,-93.4495
Waite Park,45.5313,-94.2528
Otsego,45.266000000000005,-93.62
Orr,48.0594,-92.8248
Excelsior,44.9014,-93.5665
Pine Point,46.9889,-95.3883
Strathcona,48.5537,-96.167
St. Hilaire,48.0135,-96.2137
Ottertail,46.4267,-95.5638
North St. Paul,45.0137,-92.9995
Deephaven,44.9293,-93.5239
Cass Lake,47.3788,-94.5991
Ashby,46.0931,-95.8157
Spring Lake Park,45.1161,-93.2451
Isanti,45.4929,-93.2414
Waconia,44.8413,-93.7926
Clarks Grove,43.7618,-93.329
Meire Grove,45.6263,-94.8693
Fergus Falls,46.2854,-96.0759
Ranier,48.6066,-93.3531
Pipestone,43.9958,-96.3117
Boy River,47.1669,-94.1234
Scandia,45.254,-92.8278
Sherburn,43.6547,-94.7273
Menahga,46.7471,-95.1012
Shoreview,45.0842,-93.1358
Cologne,44.7695,-93.7931
Robbinsdale,45.0261,-93.3332
Lake Bronson,48.7322,-96.664
Mounds View,45.1072,-93.2078
Lester Prairie,44.8829,-94.0375
Bricelyn,43.5607,-93.81299999999999
Hazel Run,44.7484,-95.7165
Milaca,45.7573,-93.6522
Clements,44.3801,-95.0548
Nett Lake,48.1146,-93.0811
Beaver Bay,47.2561,-91.3061
Kandiyohi,45.1315,-94.9331
Isle,46.1398,-93.4597
Goodridge,48.1442,-95.8039
Faribault,44.2985,-93.2787
Bovey,47.2962,-93.4036
Chaska,44.8164,-93.6092
Elysian,44.2067,-93.6765
Stanchfield,45.665,-93.1815
Erskine,47.6648,-96.0125
West St. Paul,44.9018,-93.0858
Villard,45.7141,-95.2692
Spring Park,44.9361,-93.6326
Rushmore,43.6197,-95.79899999999999
Rose Creek,43.6046,-92.8297
Tower,47.8103,-92.2832
Beltrami,47.5425,-96.5271
The Ranch,47.3198,-95.6952
Turtle River,47.5882,-94.7581
Danube,44.791000000000004,-95.1029
Good Thunder,44.0067,-94.0703
Forada,45.7884,-95.3567
Roy Lake,47.3176,-95.5428
International Falls,48.5884,-93.4083
Warroad,48.9169,-95.3272
Zumbrota,44.295,-92.6734
Funkley,47.786,-94.4266
Evan,44.3549,-94.8361
Backus,46.8207,-94.5148
Onamia,46.07,-93.6676
Goodhue,44.4007,-92.6255
Shelly,47.4583,-96.8198
Lindstrom,45.3871,-92.8477
Madison Lake,44.2044,-93.8161
Vergas,46.6549,-95.8038
Grand Meadow,43.7058,-92.5705
Carver,44.7598,-93.6302
Gonvick,47.7391,-95.5125
Lutsen,47.6715,-90.6885
Minneapolis,44.9635,-93.2678
Bigfork,47.7473,-93.6525
Effie,47.8412,-93.6377
Grand Marais,47.7586,-90.3443
Shafer,45.3901,-92.7531
Babbitt,47.6445,-91.9458
Le Sueur,44.4704,-93.9025
Rushford,43.8131,-91.7535
Emily,46.7602,-93.9665
Conger,43.6153,-93.5281
Leonidas,47.4681,-92.5679
Lake Benton,44.2644,-96.2918
Lakefield,43.678000000000004,-95.1695
Becker,45.3814,-93.8737
La Crescent,43.8299,-91.3042
North Oaks,45.1002,-93.0881
Dodge Center,44.0289,-92.8508
Willernie,45.053999999999995,-92.9571
Elko New Market,44.5667,-93.3381
Redwood Falls,44.5471,-95.1031
Taopi,43.5575,-92.6404
Kenyon,44.2726,-92.9858
Taconite,47.3315,-93.3758
New Trier,44.604,-92.9328
Lengby,47.5155,-95.6346
Mankato,44.1711,-93.9773
Greenwald,45.6014,-94.8594
Kinney,47.5167,-92.7227
Seaforth,44.4763,-95.331
Stephen,48.4518,-96.8769
Tonka Bay,44.9152,-93.5896
Whipholt,47.0436,-94.38600000000001
Upsala,45.81,-94.5673
Olivia,44.7771,-94.9975
Clitherall,46.2745,-95.6309
Tintah,46.0108,-96.3201
Burtrum,45.8658,-94.6874
Biwabik,47.5551,-92.3233
Lake St. Croix Beach,44.9245,-92.7657
Naytahwaush,47.2703,-95.6335
Iron Junction,47.4189,-92.6087
Clontarf,45.376999999999995,-95.677
Finland,47.435,-91.2682
Perham,46.5988,-95.5745
Norwood Young America,44.7721,-93.9192
Squaw Lake,47.6275,-94.1381
Champlin,45.1702,-93.3903
Circle Pines,45.1409,-93.1505
Wanamingo,44.3026,-92.7872
Blue Earth,43.6404,-94.1004
Borup,47.1803,-96.5058
Hallock,48.766000000000005,-96.9427
East Gull Lake,46.3948,-94.3548
The Lakes,44.136,-95.7084
Dundas,44.4277,-93.2039
Strandquist,48.4894,-96.4479
Pease,45.6995,-93.649
Cannon Falls,44.5123,-92.9034
Okabena,43.7393,-95.3166
Ruthton,44.1776,-96.1035
Finlayson,46.2051,-92.9248
Lakeland Shores,44.9478,-92.7612
Altura,44.0642,-91.9436
North Mankato,44.1814,-94.0386
Wayzata,44.9707,-93.514
Sartell,45.6186,-94.2205
St. Augusta,45.4497,-94.1996
Eagle Bend,46.1643,-95.0341
Taylors Falls,45.4121,-92.6644
New Prague,44.5459,-93.5759
Keewatin,47.4006,-93.0828
Bellechester,44.371,-92.5113
Chokio,45.5731,-96.1747
Stacy,45.3841,-92.9938
Wrenshall,46.6217,-92.384
Pelican Rapids,46.57,-96.086
East Bethel,45.3557,-93.2038
Minnesota City,44.0923,-91.75
Gaylord,44.5555,-94.2123
Elrosa,45.5627,-94.9474
Ronneby,45.6853,-93.8601
Vesta,44.5066,-95.414
Browerville,46.0807,-94.8646
Mahnomen,47.3146,-95.9673
Ball Club,47.3311,-93.946
Detroit Lakes,46.806000000000004,-95.8449
Trosky,43.8884,-96.2509
Mountain Iron,47.5473,-92.6252
Hendrum,47.2641,-96.8104
Zumbro Falls,44.2849,-92.4265
New Germany,44.8861,-93.9731
Blackduck,47.7263,-94.54799999999999
Willow River,46.3204,-92.835
Holdingford,45.7298,-94.4717
Park Rapids,46.917,-95.0596
Vadnais Heights,45.056999999999995,-93.0747
Medicine Lake,44.998000000000005,-93.4195
Kettle River,46.4862,-92.8775
Heron Lake,43.7981,-95.3197
Hokah,43.7598,-91.3501
Twin Valley,47.2589,-96.2592
Kasota,44.2916,-93.969
Inver Grove Heights,44.8247,-93.0596
Hitterdal,46.9778,-96.2584
Denham,46.3617,-92.9415
Newfolden,48.3568,-96.3298
Thief River Falls,48.1112,-96.1771
Sabin,46.7814,-96.6542
Long Prairie,45.9775,-94.8629
Dovray,44.0545,-95.5477
Nicollet,44.2746,-94.1885
Madelia,44.0482,-94.4198
Foreston,45.7321,-93.7095
Pine Springs,45.0368,-92.9543
Coates,44.716,-93.0323
Spicer,45.2329,-94.9401
Brooten,45.5003,-95.1162
Two Harbors,47.03,-91.675
Kelliher,47.9438,-94.4446
Mendota Heights,44.8815,-93.14
Trail,47.7833,-95.6981
Lake Lillian,44.9458,-94.88
Bena,47.3404,-94.206
Hadley,43.9987,-95.8575
Harding,46.1191,-94.0368
Moose Lake,46.4445,-92.7634
Brownton,44.7326,-94.3507
Clarissa,46.1284,-94.949
Redby,47.8717,-94.9184
Red Wing,44.5816,-92.6036
Karlstad,48.578,-96.5169
Beardsley,45.5577,-96.7139
Nevis,46.9646,-94.8425
Deer River,47.3409,-93.7961
Ihlen,43.9122,-96.3709
Howard Lake,45.0605,-94.06700000000001
Ceylon,43.5329,-94.6307
Marine on St. Croix,45.1983,-92.7783
Hill City,46.983000000000004,-93.5959
Flensburg,45.948,-94.5301
Askov,46.1886,-92.7824
White Bear Lake,45.0655,-93.015
Steen,43.5143,-96.2631
St. Rosa,45.7286,-94.7162
Miesville,44.599,-92.8196
Bertha,46.2671,-95.0618
Oak Park Heights,45.0324,-92.8099
Sedan,45.5782,-95.2451
Eden Prairie,44.8488,-93.4595
Tamarack,46.653,-93.125
Vermillion,44.6735,-92.9643
Breezy Point,46.6081,-94.21799999999999
Nisswa,46.5003,-94.2977
Little Canada,45.0244,-93.0863
Lastrup,46.0398,-94.0621
Wolverton,46.563,-96.7363
Beaulieu,47.3389,-95.8054
Chanhassen,44.8544,-93.5621
Eyota,43.9883,-92.2321
Mazeppa,44.2737,-92.5402
St. Marys Point,44.9129,-92.7703
St. Bonifacius,44.9053,-93.7474
Hermantown,46.8058,-92.2407
Mapleview,43.6901,-92.97399999999999
Balaton,44.2331,-95.8707
Maple Grove,45.1089,-93.4626
Sauk Centre,45.736000000000004,-94.9523
McKinley,47.50899999999999,-92.4057
Albert Lea,43.6546,-93.3641
Eden Valley,45.3262,-94.5455
Sauk Rapids,45.598,-94.154
Storden,44.0396,-95.3193
Shakopee,44.7744,-93.4764
Sunburg,45.3476,-95.24
East Grand Forks,47.9284,-97.0138
Federal Dam,47.2407,-94.219
Gully,47.7684,-95.6229
Trommald,46.5058,-94.0154
Waseca,44.0826,-93.5025
Scanlon,46.7066,-92.43
Brooklyn Center,45.0681,-93.3162
Minnetonka,44.9332,-93.4617
Akeley,47.0005,-94.728
Coleraine,47.2638,-93.4524
Nimrod,46.6375,-94.8805
Dassel,45.083,-94.315
Deerwood,46.4729,-93.9
Brainerd,46.3553,-94.1983
Glyndon,46.8709,-96.5784
Warba,47.1367,-93.2657
Lamberton,44.2306,-95.2676
Pennock,45.1459,-95.175
Wilmont,43.765,-95.8269
North Branch,45.5137,-92.9601
Oklee,47.839,-95.8509
Ogilvie,45.8291,-93.4221
Goodview,44.0693,-91.7167
Correll,45.232,-96.1627
Angle Inlet,49.3465,-95.0732
Green Isle,44.6804,-94.0052
Hoyt Lakes,47.5598,-92.1157
Eagan,44.8169,-93.1638
Quamba,45.9155,-93.1753
Minneiska,44.1976,-91.8764
Bejou,47.4429,-95.9727
Bird Island,44.7648,-94.8949
Lynd,44.3973,-95.8812
Cokato,45.0771,-94.1879
Fifty Lakes,46.7618,-94.0897
Mahtomedi,45.0619,-92.96600000000001
Buckman,45.8973,-94.094
Sargeant,43.8057,-92.8006
Orono,44.9644,-93.5909
Eitzen,43.508,-91.4636
Arden Hills,45.0722,-93.1671
Minneota,44.5626,-95.9827
Ortonville,45.3017,-96.4415
Glen Arbor,44.896,-85.99
Rapid City,44.8366,-85.2871
Sturgis,41.8004,-85.4181
Norton Shores,43.1621,-86.2519
Lake Fenton,42.8453,-83.7086
Escanaba,45.7477,-87.09
Grand Beach,41.773999999999994,-86.7887
Delton,42.4951,-85.4117
Gwinn,46.2912,-87.4372
Walloon Lake,45.2719,-84.9413
Port Hope,43.9395,-82.7149
Ann Arbor,42.2755,-83.7312
Manistique,45.9591,-86.2507
Barton Hills,42.3167,-83.7561
Grand Blanc,42.9258,-83.6181
Ossineke,44.9072,-83.4287
Cadillac,44.2494,-85.4163
Luna Pier,41.8049,-83.4426
Boyne Falls,45.1678,-84.9131
Fair Plain,42.0823,-86.4515
Vermontville,42.6271,-85.0249
Lake Odessa,42.7824,-85.1374
Caberfae,44.2492,-85.7256
Nessen City,44.5203,-85.8728
Lake Orion,42.7827,-83.2456
Frankenmuth,43.3321,-83.7395
Keego Harbor,42.6088,-83.3442
Perrinton,43.1807,-84.6793
West Ishpeming,46.4884,-87.7171
Tekonsha,42.0967,-84.9899
New Era,43.5595,-86.3477
Detroit Beach,41.9313,-83.3292
Powers,45.688,-87.5265
Barryton,43.7505,-85.1436
Hardwood Acres,44.7213,-85.8261
Filer City,44.2149,-86.2889
Sterling Heights,42.5809,-83.0305
Dollar Bay,47.1277,-88.5085
New Lothrop,43.1168,-83.9693
Quinnesec,45.803000000000004,-87.9958
Standish,43.9794,-83.9637
Au Sable,44.4105,-83.3423
East Lansing,42.748000000000005,-84.4835
Grand Haven,43.0553,-86.2201
Breedsville,42.3489,-86.0718
Mackinaw City,45.7752,-84.7477
Benton Heights,42.1211,-86.4137
Port Austin,44.0431,-82.9945
Mackinac Island,45.8593,-84.6253
Skidway Lake,44.1919,-84.0467
Shields,43.4174,-84.0731
Lake Linden,47.1939,-88.4055
Davison,43.0319,-83.5186
Dimondale,42.6485,-84.6475
Dearborn Heights,42.3164,-83.2769
Grandville,42.9003,-85.7564
Reese,43.4527,-83.6894
Levering,45.6349,-84.7837
Brownlee Park,42.3257,-85.1356
Grawn,44.6611,-85.6881
Baroda,41.95399999999999,-86.488
Pigeon,43.8295,-83.2702
Brown City,43.2115,-82.9879
Sunfield,42.7612,-84.9951
Rothbury,43.52,-86.3588
Romulus,42.2237,-83.366
Armada,42.8424,-82.8832
Novi,42.4786,-83.4893
Fife Lake,44.5731,-85.3511
Traverse City,44.7547,-85.6035
Petoskey,45.365,-84.9887
Harrietta,44.3091,-85.7007
Edgemont Park,42.7468,-84.5926
Onekama,44.3656,-86.20200000000001
Lathrup Village,42.4921,-83.2273
Sebewaing,43.7321,-83.4511
Walled Lake,42.538000000000004,-83.4786
Otter Lake,43.2138,-83.4596
East Jordan,45.1547,-85.13
Dowling,42.5227,-85.2531
De Tour Village,45.9891,-83.9146
Lake Ann,44.7251,-85.845
Houghton Lake,44.3124,-84.7625
Tawas City,44.2679,-83.5244
South Gull Lake,42.3901,-85.4008
Owendale,43.7273,-83.2671
Grosse Pointe,42.3915,-82.9118
Ponshewaing,45.4208,-84.806
Muskegon,43.2281,-86.2562
Chesaning,43.1851,-84.12
Kingsford,45.8061,-88.0994
Lennon,42.9855,-83.9325
Harbor Beach,43.8456,-82.6555
Mancelona,44.9024,-85.0613
Canadian Lakes,43.5789,-85.2973
Allen Park,42.2595,-83.2107
Elk Rapids,44.895,-85.4055
Gaastra,46.0557,-88.605
Sault Ste. Marie,46.4817,-84.3723
Twining,44.1131,-83.8075
Omer,44.0487,-83.8565
Laingsburg,42.8906,-84.35
Onsted,42.0061,-84.1893
Laurium,47.2351,-88.4382
Flint,43.0235,-83.6922
Marlette,43.3268,-83.0807
Fairgrove,43.5245,-83.5434
Interlochen,44.6497,-85.7678
Caro,43.4894,-83.4022
Hubbardston,43.0939,-84.8413
River Rouge,42.2731,-83.1246
Huntington Woods,42.4816,-83.1685
Ontonagon,46.8665,-89.3122
Haslett,42.7525,-84.402
Melvindale,42.2802,-83.1782
McBride,43.3521,-85.0441
Turner,44.1422,-83.7875
Northview,43.0427,-85.6016
Lakewood Club,43.3761,-86.2563
Brutus,45.4942,-84.7817
Ubly,43.7082,-82.9356
Estral Beach,41.9868,-83.2357
Level Park-Oak Park,42.3642,-85.2665
Temperance,41.7653,-83.5755
Lost Lake Woods,44.7926,-83.4223
Pinckney,42.4543,-83.9457
Horton Bay,45.2814,-85.0742
Baraga,46.7766,-88.4965
Imlay City,43.0169,-83.0765
Center Line,42.4805,-83.0274
Eaton Rapids,42.5092,-84.65299999999999
Mattawan,42.2165,-85.7858
Indian River,45.4236,-84.6236
St. Ignace,45.8695,-84.7255
Wacousta,42.8202,-84.6907
Caseville,43.9416,-83.2739
Zilwaukee,43.4809,-83.9223
Roosevelt Park,43.1981,-86.2733
Dowagiac,41.9834,-86.1125
Fennville,42.5947,-86.1052
Stronach,44.2131,-86.2731
Croswell,43.2736,-82.6177
Barnes Lake-Millers Lake,43.1796,-83.3122
Cement City,42.0682,-84.3282
Zeba,46.7928,-88.4133
Trowbridge Park,46.5565,-87.4417
Manistee,44.244,-86.3242
Deckerville,43.5265,-82.742
Rosebush,43.6998,-84.7657
Snover,43.4653,-82.9709
Weidman,43.7014,-84.9745
Schoolcraft,42.117,-85.6337
Berrien Springs,41.9474,-86.3403
Bay Port,43.8378,-83.3741
Ahmeek,47.2984,-88.397
Marenisco,46.3737,-89.712
Mesick,44.4042,-85.7171
Woodland Beach,41.9418,-83.3141
Morrice,42.8362,-84.1832
Vassar,43.3719,-83.5769
Cass City,43.6007,-83.1767
Au Gres,44.0431,-83.6933
Maybee,42.0062,-83.515
Farmington Hills,42.486000000000004,-83.3771
Canada Creek Ranch,45.1751,-84.2075
Okemos,42.7057,-84.4135
Wedgewood,44.1937,-85.4902
Fruitport,43.1248,-86.1561
Wolverine Lake,42.555,-83.4883
Ferrysburg,43.085,-86.2221
Whitmore Lake,42.4235,-83.7524
Port Sanilac,43.4277,-82.5446
Village of Grosse Pointe Shores,42.437,-82.8787
Charlevoix,45.3138,-85.2557
Columbiaville,43.1567,-83.4069
Bad Axe,43.8037,-82.9981
Galien,41.8015,-86.4995
Birch Run,43.2503,-83.7911
Plainwell,42.4457,-85.6435
Michiana,41.7637,-86.8113
Greilickville,44.8049,-85.663
Evart,43.9002,-85.2748
Copper City,47.2842,-88.3875
Ishpeming,46.4862,-87.6658
Argentine,42.7905,-83.8356
Big Bay,46.8148,-87.6995
Alanson,45.4425,-84.7871
Wixom,42.5244,-83.5346
Edwardsburg,41.7965,-86.0835
Wolverine,45.2732,-84.6052
Port Huron,42.9822,-82.4387
McBain,44.1961,-85.2154
Prudenville,44.3015,-84.6652
Swartz Creek,42.9626,-83.82600000000001
Sand Lake,43.29,-85.5192
South Lyon,42.4614,-83.6526
Coopersville,43.0658,-85.9341
Copemish,44.4804,-85.9242
Kaleva,44.3723,-86.0135
St. Helen,44.3579,-84.4134
North Muskegon,43.2518,-86.2714
Woodhaven,42.132,-83.2374
Belding,43.0968,-85.2331
L'Anse,46.7525,-88.4477
Hersey,43.8513,-85.4419
Kalamazoo,42.2749,-85.5882
Carp Lake,45.68899999999999,-84.7582
Cutlerville,42.8406,-85.6739
Ironwood,46.4522,-90.1505
Negaunee,46.497,-87.5968
Beal City,43.6692,-84.9086
Pilgrim,44.6646,-86.2498
Amasa,46.2295,-88.4579
Free Soil,44.1071,-86.211
Casnovia,43.2336,-85.7895
Eastpointe,42.4657,-82.9461
Maple Rapids,43.1077,-84.6897
Newaygo,43.4163,-85.8032
Boyne City,45.2135,-85.0131
Gobles,42.3617,-85.8774
Presque Isle Harbor,45.3227,-83.4849
Muskegon Heights,43.2024,-86.242
Lake Angelus,42.6921,-83.3215
Rochester Hills,42.6645,-83.1563
Daggett,45.461999999999996,-87.6047
Caspian,46.0653,-88.6266
Watersmeet,46.2872,-89.1937
Marine City,42.7138,-82.5012
Bendon,44.637,-85.8378
Robin Glen-Indiantown,43.461999999999996,-83.837
Britton,41.9877,-83.8304
Kent City,43.2203,-85.7539
Kalkaska,44.7322,-85.1782
Vineyard Lake,42.0868,-84.2102
Benton Harbor,42.1159,-86.4488
K. I. Sawyer,46.3298,-87.3673
Omena,45.0599,-85.5952
Brethren,44.2987,-86.0183
South Boardman,44.64,-85.2864
Twin Lake,43.3695,-86.1805
Bloomfield Hills,42.578,-83.2456
Grand Ledge,42.7534,-84.7448
Lake Leelanau,44.9806,-85.7157
Manistee Lake,44.7841,-85.0211
Allegan,42.5299,-85.8462
Lakes of the North,44.9361,-84.8845
Hamtramck,42.3954,-83.056
Grosse Pointe Park,42.3794,-82.9288
Hudsonville,42.8631,-85.8628
Byron Center,42.8121,-85.7279
Saranac,42.9294,-85.2105
Honor,44.6666,-86.0201
Grosse Pointe Woods,42.4366,-82.8987
Maple City,44.8557,-85.8573
Minden City,43.6715,-82.7757
Sylvan Lake,42.6172,-83.3331
Saugatuck,42.6592,-86.2061
Michigan Center,42.2267,-84.323
Comstock Northwest,42.3219,-85.51799999999999
Spring Arbor,42.2055,-84.5551
Big Rapids,43.6992,-85.4806
St. Clair Shores,42.4921,-82.8957
Roscommon,44.4915,-84.5914
Pewamo,43.001999999999995,-84.8473
Crystal Mountain,44.522,-86.0022
Shorewood-Tower Hills-Harbert,41.8817,-86.6142
Cross Village,45.6439,-85.0312
Chums Corner,44.6767,-85.6564
Harper Woods,42.43899999999999,-82.9292
Potterville,42.6299,-84.7433
Crystal Downs Country Club,44.7013,-86.2311
Ecorse,42.2489,-83.1399
Benzonia,44.61600000000001,-86.0989
Gagetown,43.6572,-83.2449
Orchard Lake Village,42.5859,-83.3756
Capac,43.0076,-82.927
Vandercook Lake,42.1916,-84.3854
Mio,44.6605,-84.1418
Michigamme,46.5334,-88.0627
Hazel Park,42.4619,-83.0977
East Grand Rapids,42.9464,-85.6088
Central Lake,45.0691,-85.2613
Lake Victoria,42.9168,-84.3749
Owosso,42.9955,-84.1759
Suttons Bay,44.9798,-85.6506
Harbor Springs,45.4324,-84.98899999999999
Gladwin,43.9837,-84.4877
Iron Mountain,45.8275,-88.0599
Auburn Hills,42.6735,-83.2447
Ludington,43.9573,-86.4434
Walkerville,43.7143,-86.1259
Pentwater,43.7793,-86.4303
Lapeer,43.0448,-83.3255
Village of Clarkston,42.7342,-83.4207
Constantine,41.8379,-85.6649
Carsonville,43.4257,-82.67299999999999
Rogers City,45.415,-83.8181
New Troy,41.879,-86.5475
Oscoda,44.425,-83.3339
Pleasant Ridge,42.4715,-83.1443
Paw Paw Lake,42.2113,-86.2759
Algonac,42.6208,-82.53399999999999
Hickory Corners,42.4363,-85.3793
Pellston,45.5519,-84.78299999999999
Blissfield,41.8311,-83.8634
White Cloud,43.5541,-85.772
South Range,47.0703,-88.6441
Beechwood,42.7982,-86.1229
Parchment,42.3277,-85.5667
Mecosta,43.6211,-85.2304
Cedar,44.8466,-85.7941
Manitou Beach-Devils Lake,41.9757,-84.2861
Crystal Falls,46.0967,-88.3264
Mulliken,42.763000000000005,-84.8963
White Pigeon,41.7977,-85.6485
Bingham Farms,42.5176,-83.27799999999999
Grosse Pointe Farms,42.4067,-82.8992
Munising,46.4172,-86.6439
Jenison,42.9063,-85.8269
Pearl Beach,42.626000000000005,-82.5943
Stephenson,45.4137,-87.6091
Comstock Park,43.0438,-85.6779
South Rockwood,42.0597,-83.2654
Gaines,42.8725,-83.9108
Copper Harbor,47.47,-87.8766
Mount Clemens,42.5976,-82.882
Essexville,43.6123,-83.8423
South Monroe,41.893,-83.4179
Pinconning,43.8573,-83.9638
Hubbard Lake,44.8108,-83.5605
Applegate,43.3554,-82.6371
Cassopolis,41.9116,-86.0085
Reed City,43.8725,-85.5068
Bridgman,41.9396,-86.5652
Haring,44.2821,-85.4005
Cheboygan,45.6415,-84.4685
Royal Oak,42.5084,-83.1539
East Tawas,44.2884,-83.4849
Lake Michigan Beach,42.2127,-86.376
Grass Lake,42.2511,-84.2075
Boon,44.288000000000004,-85.5975
Kinde,43.9405,-82.9963
Holyrood,38.5876,-98.412
Parkerfield,37.0679,-96.9958
Council Grove,38.6623,-96.4917
Miltonvale,39.3497,-97.4524
Protection,37.2004,-99.4808
Paxico,39.0689,-96.167
Arma,37.543,-94.7024
Labette,37.23,-95.1836
Kirwin,39.6694,-99.1225
Goessel,38.247,-97.3456
Norcatur,39.8347,-100.1888
Goff,39.6643,-95.9319
Cawker City,39.5096,-98.4331
Pretty Prairie,37.78,-98.0224
Rush Center,38.4648,-99.3108
Claflin,38.5245,-98.5369
Fairway,39.0245,-94.6287
Hanston,38.1229,-99.7126
Hardtner,37.0144,-98.6492
Webber,39.9343,-98.0351
Conway Springs,37.3899,-97.64299999999999
Long Island,39.9462,-99.5341
Longton,37.3779,-96.0821
Belvue,39.2164,-96.1789
Albert,38.454,-99.0112
Eastborough,37.6856,-97.2592
Leoti,38.4834,-101.3578
Roxbury,38.5511,-97.4274
Meade,37.2836,-100.34299999999999
Nortonville,39.4159,-95.3304
South Hutchinson,38.0278,-97.9428
Dighton,38.4811,-100.4664
Tonganoxie,39.1084,-95.0829
New Strawn,38.2622,-95.7423
Argonia,37.2679,-97.7629
Chanute,37.6695,-95.4621
Radium,38.1738,-98.8944
Bird City,39.7495,-101.5328
Overbrook,38.7793,-95.557
Bushong,38.6428,-96.2567
Sabetha,39.9137,-95.7916
Powhattan,39.7618,-95.6341
Turon,37.8075,-98.4277
Ozawkie,39.2354,-95.4659
Grandview Plaza,39.0327,-96.79299999999999
Medicine Lodge,37.2851,-98.5812
Bel Aire,37.7749,-97.2457
Herington,38.6863,-96.8669
Partridge,37.9668,-98.0922
Basehor,39.1342,-94.9324
Mahaska,39.9873,-97.3537
Tribune,38.472,-101.7545
Palco,39.2532,-99.5634
Ford,37.6366,-99.7539
Scammon,37.278,-94.823
Everest,39.6768,-95.4249
Liebenthal,38.6545,-99.3202
