Name,Average_User_Rating,User_Rating_Count,Price,In-app_Purchases,Developer,Age_Rating,Languages,Size,Original_Release_Date,Current_Version_Release_Date,Action,Adventure,Board,Card,Casual,Education,Entertainment,Family,Puzzle,Role Playing,Simulation,Sports,Other,desc_lengths,Difference_in_Days
"""Jewel's Juice Match-3 - diamond game and kids digger's mania""",0.0,0.0,0.0,['0.0'],kartik shastri,4.0,EN,54996992.0,1352,1352,0,0,0,0,0,0,1,0,0,0,0,0,0,849,0
"""Jewel's Pop Match-3""",0.0,0.0,0.0,['0.0'],Ma. Kristine Paulo,4.0,EN,56291328.0,1338,1338,0,0,0,0,0,0,1,0,0,0,0,0,0,849,0
Sticky Walk TV,0.0,0.0,0.0,['0.0'],Dominik Walleser,4.0,EN,157760512.0,1342,1342,0,1,0,0,0,0,1,0,0,0,0,0,0,281,0
Super Football Kicks 3D,0.0,0.0,0.0,['0.0'],Syed Hassan,4.0,EN,122684416.0,1160,1160,0,0,0,0,0,0,0,0,0,0,0,1,0,2485,0
Turing\u2019s Machine,0.0,0.0,4.99,['0.0'],DBRG Ltd.,4.0,EN,198819840.0,1301,589,0,0,1,0,0,0,1,0,0,0,0,0,0,1886,712
Three Jumps TV,0.0,0.0,0.0,['0.0'],Dominik Walleser,4.0,EN,157735936.0,1343,1343,1,0,0,0,0,0,1,0,0,0,0,0,0,332,0
Fleye TV,0.0,0.0,0.99,['0.0'],Dominik Walleser,4.0,EN,46601216.0,1343,1343,1,0,0,0,0,0,1,0,0,0,0,0,0,138,0
Five Card Quest - Tactical RPG Battles,4.0,137.0,2.99,['0.0'],Rocketcat LLC,9.0,EN,197125120.0,1343,1266,0,0,0,0,0,0,1,0,0,1,0,0,0,1284,77
Vlogger Go Viral - Tube Star,5.0,80407.0,0.0,"['2.99', '1.99', '2.99', '4.99', '9.99', '5.99', '2.99', '5.99', '5.99', '7.99']",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,4.0,"EN, FR, DE, PT, RU, ES, TR",138714112.0,1315,-21,0,0,0,0,0,0,1,0,0,0,1,0,0,1669,1336
Burger Dash Pizza Fast Food Cooking - Restaurant Simulation Game,0.0,0.0,0.0,['1.99'],li xiaolong,4.0,EN,33849344.0,1343,1343,0,0,0,0,0,0,0,0,0,1,0,0,0,1133,0
Code Cat,0.0,0.0,0.0,['0.0'],Magma Mobile,4.0,"ZH, CS, DA, NL, EN, FI, FR, DE, EL, HU, ID, IT, JA, KO, NO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, TR, VI",126879744.0,1127,1127,0,0,0,0,0,0,1,0,1,0,0,0,0,1136,0
Micro Golf Masters,4.5,4284.0,0.0,"['0.99', '4.99', '9.99', '19.99', '0.99', '8.99', '0.99', '49.99', '4.99', '17.99']",TripleFun,4.0,"AR, EN, FR, DE, IT, PT, RU, ES, TR",296724480.0,1154,-12,0,0,0,0,0,0,0,0,0,0,0,1,0,2139,1166
Cyborg Zombie Defence,5.0,32.0,0.0,"['4.99', '0.99', '2.99', '0.99', '1.99', '1.99', '0.99', '2.99']",TheFekra,9.0,EN,61274112.0,1357,1357,1,0,0,0,0,0,0,0,0,0,0,0,0,854,0
Magic Little Unicorn Legend: Pretty Pony Game for Girls,0.0,0.0,0.0,['2.99'],Amy Prizer,4.0,EN,14798848.0,1334,1334,0,0,0,0,0,0,0,1,0,0,0,0,0,946,0
Color Quest Mania Free - Match Pins & Circle Colors,0.0,0.0,0.0,"['1.99', '2.99']",Binex Solutions,4.0,EN,70036480.0,1027,1027,0,0,0,0,1,0,1,0,0,0,0,0,0,280,0
Inflate Balloon,0.0,0.0,0.0,['0.0'],Globridgetech.Inc,4.0,EN,75549696.0,1169,62,0,0,0,0,0,0,1,0,0,0,0,0,1,1091,1107
kraken chess,0.0,0.0,0.0,['0.0'],Marcelo Pirk,9.0,"EN, PT",59958272.0,1340,1340,0,0,1,0,0,0,1,0,0,0,0,0,0,824,0
Axis & Allies War Chest 1914,0.0,0.0,0.0,['0.0'],Jon Howard,4.0,EN,32621568.0,1338,1322,0,0,1,0,0,0,1,0,0,0,0,0,0,795,16
3D.City - Build Your Dream City !,0.0,0.0,1.99,['0.0'],Cristian Andrei Romascu Radu,4.0,EN,28614656.0,1359,1328,0,0,0,0,0,0,0,0,0,0,1,0,0,633,31
EyeSight Challenge,0.0,0.0,0.0,['0.0'],Nitin Gohel,4.0,EN,10054656.0,1355,644,0,0,0,0,0,0,0,0,1,0,0,0,0,1775,711
Galaxy Heroes: strategies,4.5,56.0,0.0,"['0.99', '0.99', '1.99', '4.99', '9.99', '0.99', '2.99', '9.99', '0.99', '0.99']",RagCat Games,9.0,"EN, RU",124385280.0,89,-19,0,0,0,0,0,0,1,0,0,1,0,0,0,2229,108
Monkey Bridge,0.0,0.0,0.0,['0.0'],Emil Pedersen,4.0,EN,30299136.0,1357,1099,0,0,0,0,1,0,0,0,0,0,0,0,0,159,258
"""Jewel's Drop Match-3 - diamond game and kids digger's mania hd free""",4.0,15.0,0.0,['0.0'],Nuwan Thilakarathna,4.0,EN,55066624.0,1356,1356,0,0,0,0,0,0,1,0,0,0,0,0,0,849,0
Pony Puzzles Slide,0.0,0.0,0.0,['0.0'],Jaime Restrepo,4.0,EN,13750272.0,1309,1309,0,0,0,0,0,0,1,0,1,0,0,0,0,1213,0
Crazy Eights Mobile,0.0,0.0,0.0,['1.99'],G Soft Team,4.0,"EN, FR, DE, IT, PT, RO, RU, ES",68733952.0,1359,357,0,0,0,1,0,0,0,0,0,0,0,0,0,2497,1002
Euchre Mobile,4.0,13.0,0.0,['1.99'],G Soft Team,4.0,"EN, FR, DE, IT, PT, RO, RU, ES",69950464.0,1359,356,0,0,0,1,0,0,0,0,0,0,0,0,0,3904,1003
"""Jewel's Splash 2 Match-3""",0.0,0.0,0.0,['0.0'],Don Perera,4.0,EN,59277312.0,1332,1332,0,0,0,0,0,0,1,0,0,0,0,0,0,849,0
D-vide,0.0,0.0,0.0,['0.99'],Denis Tokarev,4.0,"AR, HY, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, VI",19295232.0,1357,1357,0,0,0,0,0,0,1,0,1,0,0,0,0,244,0
Oblique!,0.0,0.0,0.0,['0.0'],adam rogan,4.0,EN,17748992.0,1348,1348,0,0,0,0,1,0,1,0,0,0,0,0,0,258,0
Castles - Jigsaw and Sliding Puzzles,0.0,0.0,0.99,['0.0'],Iker Ortega,4.0,"NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",66977792.0,1355,952,0,0,0,0,0,0,1,0,1,0,0,0,0,293,403
Tiles of Terror,0.0,0.0,0.0,['0.0'],Dallas Prichard,12.0,EN,289228800.0,1355,226,0,0,0,0,0,0,1,0,1,0,0,0,0,391,1129
Chicken life,0.0,0.0,0.0,"['0.99', '2.99', '6.99', '14.99', '28.99', '49.99', '0.99', '4.99']",Rok Mikuz,4.0,"EN, HU",110061568.0,1301,1297,0,1,0,0,0,0,1,0,0,0,0,0,0,2191,4
Fewer - Math Game,0.0,0.0,0.0,['1.99'],squishLogic,4.0,EN,14578688.0,1155,282,0,0,0,0,0,1,0,0,1,0,0,0,0,710,873
Platform Defense,4.5,27.0,0.0,"['0.99', '0.99', '4.99', '1.99', '1.99', '0.99', '5.99', '1.99', '1.99', '0.99']",ParkPill,9.0,EN,45874176.0,1341,783,0,0,0,0,0,0,1,0,0,0,1,0,0,1112,558
Cake House : a sweet journey,4.0,17.0,0.0,"['4.99', '1.99', '4.99', '1.99', '4.99', '4.99', '1.99', '19.99', '49.99', '49.99']","AFEEL, Inc.",4.0,"EN, JA, KO",61741056.0,1014,971,0,0,0,0,0,0,0,0,0,0,1,0,0,985,43
QuizApp,0.0,0.0,0.0,['0.0'],Athos Salmeron,4.0,EN,646144.0,1343,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0
3 Shades,0.0,0.0,0.0,['0.0'],Cactac Studios LLC,4.0,EN,20113408.0,786,786,0,0,0,0,0,0,0,0,1,0,0,0,0,1687,0
Galaxy Wars Multiplayer,3.0,93.0,0.0,['0.0'],Tiny Games,4.0,"AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",21291008.0,1317,1317,0,0,0,0,1,0,1,0,0,0,0,0,0,565,0
"Bloody Roads, California",4.5,1733.0,0.0,"['4.99', '19.99', '9.99', '9.99', '99.99', '49.99', '4.99', '19.99', '19.99', '0.99']",seal Media GmbH,17.0,"NL, EN, FR, DE, IT, PL, PT, RU, ES, TR",216279040.0,1331,62,1,0,0,0,0,0,0,0,0,0,0,0,0,3782,1269
"""BF's Draughts (Checkers)""",4.5,137.0,0.0,"['2.99', '0.99']",Borys Forytarz,4.0,"EN, FR, IT, PL, RU, ES",97116160.0,1353,97,0,0,1,0,0,0,1,0,0,0,0,0,0,2004,1256
Alphabet ABC Puzzles Slide,0.0,0.0,0.0,['0.0'],Jaime Restrepo,4.0,EN,12599296.0,1346,1346,0,0,0,0,0,0,1,0,1,0,0,0,0,1250,0
Spot & Spy Objects Fall Harvest & Autumn Secrets,4.5,63.0,0.0,['1.99'],Detention Apps,4.0,EN,74301440.0,1355,662,0,0,0,0,0,0,0,0,1,0,0,0,1,1497,693
"""Don't Catch The Mask""",0.0,0.0,0.0,['2.99'],"NetSummit Enterprises, Inc.",4.0,EN,21139456.0,1326,1326,0,0,0,0,1,0,0,0,0,0,0,0,0,304,0
Ninja Alliance: Guard of the Kingdom,0.0,0.0,0.0,"['29.99', '4.99']",Giang Tran,9.0,EN,165796864.0,1356,1356,1,0,0,0,0,0,1,0,0,0,0,0,0,1584,0
Brainy Skills World Capitals,0.0,0.0,1.99,['0.0'],"A Brainy Choice, Inc.",4.0,EN,19208192.0,1357,-21,0,0,0,0,0,1,0,0,0,0,0,0,1,1659,1378
Jelly Juice - 3 match puzzle blast mania game,0.0,0.0,0.0,"['1.99', '4.99', '2.99', '9.99', '14.99']",chen gong,4.0,EN,23310336.0,1357,1357,0,0,0,0,0,0,0,0,0,0,0,0,1,834,0
Turtle Ninja: Zombie Attack,0.0,0.0,0.0,['0.0'],Masters Developper,9.0,EN,11348992.0,1334,1299,0,1,0,0,0,0,0,0,0,0,0,0,0,363,35
Zombie Wars: Invasion,4.5,9.0,0.0,"['0.99', '0.99', '1.99', '2.99', '0.99', '1.99', '2.99', '3.99', '4.99']",Deniz Yukaricukur,12.0,EN,62283776.0,1331,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,286
Spinning Shots,0.0,0.0,0.0,['0.0'],Marc Zobec,4.0,EN,16337920.0,1322,163,0,0,0,0,1,0,1,0,0,0,0,0,0,189,1159
Christmas Night Shift - Five Nights Survival FREE,4.0,67.0,0.0,"['0.99', '0.99', '0.99']",PHB Media Ltd,12.0,EN,88712192.0,1310,974,1,0,0,0,0,0,0,0,0,0,0,0,0,1924,336
Online Street Football,0.0,0.0,0.0,['0.0'],Murat Kesgin,4.0,EN,103750656.0,1356,1356,0,0,0,0,0,0,0,0,0,0,0,1,0,864,0
Centauri Saga,0.0,0.0,0.0,['0.0'],Vesuvius Media Ltd,9.0,EN,211424256.0,905,420,0,0,0,0,0,0,0,0,0,0,1,0,0,920,485
Picker for Dota 2,4.0,66.0,0.0,['0.99'],Booblyc OU,4.0,EN,54767616.0,1295,552,0,0,0,0,0,0,1,0,0,0,0,0,0,2553,743
Love Puzzles Slides,0.0,0.0,0.0,['0.0'],Jaime Restrepo,4.0,EN,10125312.0,1347,1347,0,0,0,0,0,0,1,0,1,0,0,0,0,1212,0
Goodbye Galaxy,0.0,0.0,0.0,['0.0'],Carl Martin Jimenez,4.0,EN,18271232.0,1317,695,1,0,0,0,0,0,1,0,0,0,0,0,0,337,622
3D Crazy Tank,0.0,0.0,0.0,"['2.99', '3.99', '4.99', '0.99', '1.99', '2.99', '0.99', '1.99', '0.99', '0.99']",Yin Long Hao,4.0,EN,19777536.0,1324,1324,0,0,0,0,0,0,0,0,0,1,0,0,0,1039,0
Jelly Bomb - Free Match 3,0.0,0.0,0.0,['0.0'],ZHENG LIAN,4.0,EN,17505280.0,1342,1044,0,0,0,0,0,0,0,0,1,0,0,0,0,572,298
Whack the Magic Bunnies,0.0,0.0,0.0,['0.99'],Steve Scott,4.0,EN,45535232.0,1303,1044,0,0,0,0,1,0,1,0,0,0,0,0,0,235,259
"""Crazy Jewel's Match-3 - diamond game and kids digger's mania hd free""",0.0,0.0,0.0,['0.0'],Jowell Dimaculangan,4.0,EN,59219968.0,1338,1338,0,0,0,0,0,0,1,0,0,0,0,0,0,849,0
War Conflict,4.5,80.0,0.0,"['1.99', '9.99', '4.99', '4.99', '99.99', '49.99', '4.99', '24.99', '9.99', '2.99']",Gaijin Distribution,12.0,"EN, FR, DE, JA, RU, ES",446679040.0,972,308,1,0,0,0,0,0,1,0,0,0,0,0,0,631,664
"""Manic Jewel's Match-3 - diamond game and kids digger's mania hd free""",0.0,0.0,0.0,['0.0'],kruti srinivas,4.0,EN,58142720.0,1338,1338,0,0,0,0,0,0,1,0,0,0,0,0,0,849,0
"""Papa's Cupcakeria HD""",4.5,516.0,2.99,['0.0'],Flipline Studios,4.0,EN,58287104.0,1322,155,0,0,0,0,0,0,0,0,0,0,1,0,0,3594,1167
Jewels - Legend of Points,0.0,0.0,0.0,['0.0'],"Starbiztech, LLC",4.0,EN,87589888.0,1304,1277,0,0,0,0,0,0,1,0,1,0,0,0,0,335,27
Jewels - Chroma Legend,0.0,0.0,0.0,['0.0'],Pixozz Srl,4.0,EN,75088896.0,1302,1273,0,0,0,0,0,0,1,0,1,0,0,0,0,392,29
Fleet Battle School,0.0,0.0,0.0,['0.0'],John Tiller,9.0,EN,22179840.0,1148,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,478,1
Dinosaur Math Tower Defense,0.0,0.0,0.0,['0.0'],Kok Leong Tan,4.0,EN,24457216.0,1346,1346,0,0,0,0,0,1,0,0,0,0,0,0,0,952,0
World War 2: Battle of Berlin,4.5,48.0,0.0,"['0.99', '0.99', '1.99', '4.99', '2.99', '2.99', '0.99', '1.99', '3.99']",Immanitas Entertainment GmbH,9.0,EN,45434880.0,1324,1295,0,1,0,0,0,0,0,0,0,0,0,0,0,1894,29
Candy Mania Puzzle Deluxe\uff1aMatch and Pop 3 Candies for a Big Win,0.0,0.0,0.0,['0.0'],Cellular Century,4.0,EN,35588096.0,1347,1339,0,0,1,0,0,0,0,0,0,0,0,0,0,166,8
Wars for the containers.,4.5,42.0,0.0,"['0.99', '0.99', '0.99', '0.99', '4.99', '1.99', '2.99', '0.99', '1.99', '9.99']",appscraft,4.0,"EN, RU",65699840.0,1339,639,0,0,0,0,0,0,1,0,0,0,1,0,0,606,700
Happy Bounce,0.0,0.0,0.0,['1.99'],Blissapp AS,4.0,EN,24706048.0,1242,1242,0,0,0,0,1,0,0,0,0,0,0,0,0,335,0
Madagascar Versus Online -  New Multiplayer Match 3 Puzzle Game with Monster Matching Battle,0.0,0.0,0.0,"['0.99', '1.99', '2.99', '0.99', '1.99', '2.99', '0.99', '1.99', '2.99', '0.99']",Jian Yih Lee,4.0,EN,51074048.0,1350,1230,0,0,0,0,0,0,1,0,1,0,0,0,0,1292,120
Theseus Plus,5.0,9.0,0.0,['0.0'],Jason Fieldman,9.0,EN,75686912.0,1343,1338,0,0,0,0,0,0,0,0,1,0,0,0,0,2192,5
No Pause,0.0,0.0,0.0,['0.0'],RevampSoft,4.0,EN,65596416.0,1342,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,731,266
Fantasy Archery: Giant Hunter,0.0,0.0,0.0,"['0.99', '0.99', '0.99', '0.99', '4.99', '9.99', '19.99']",Giang Tran,9.0,EN,98366464.0,1320,1320,1,0,0,0,0,0,1,0,0,0,0,0,0,1452,0
Dawn of Monster Uprising in Mars Skies \u2013 Endless Star Flyer,0.0,0.0,0.0,"['19.99', '0.99', '4.99', '9.99', '0.99']",Grapa Media,4.0,EN,49651712.0,1355,1355,0,0,0,0,0,0,1,0,0,1,0,0,0,515,0
Impossible Floral Bounce,0.0,0.0,0.0,['0.99'],Ramalingam Sivaramakrishnan,4.0,EN,15713280.0,1324,1324,0,0,0,0,0,0,1,0,1,0,0,0,0,194,0
Drapers - Merchant Trade Wars,0.0,0.0,4.99,['0.0'],Tiltan Games (2013) LTD,4.0,EN,60318720.0,1253,47,0,0,1,0,0,1,0,0,0,0,0,0,0,1839,1206
Spread!,0.0,0.0,0.0,['1.99'],keylight GmbH,4.0,"EN, DE",13511680.0,1346,1257,0,0,1,0,0,0,0,0,0,0,0,0,0,408,89
Happy Zombie Birds: Eat the Fatty Birdies,0.0,0.0,0.0,['2.99'],"Netsummit Marketing, Inc.",4.0,EN,24068096.0,1340,1340,0,0,0,0,0,0,0,0,0,0,1,0,0,1117,0
Lemonade Hero,3.0,14.0,0.0,['0.0'],Ruijia Mu,4.0,EN,21541888.0,1353,1353,0,0,0,0,0,0,0,0,0,0,1,0,0,251,0
Destroy The Tanks!,0.0,0.0,0.0,"['0.99', '0.99', '0.99', '1.99', '0.99', '1.99', '2.99']",YOSHIYUKI ISHIBASHI,4.0,EN,163663872.0,1032,1008,1,0,0,0,0,0,1,0,0,0,0,0,0,1834,24
Little Minesweeper guy,5.0,12.0,0.0,['0.99'],Anne Murielle Larger,4.0,"EN, FR",44187648.0,1267,811,0,0,0,0,0,1,0,0,1,0,0,0,0,3825,456
ColorTapApp,5.0,14.0,0.0,['0.0'],Kevin Marshall,4.0,EN,14283776.0,1347,1154,0,0,0,0,0,0,1,0,1,0,0,0,0,495,193
Little 3 kingdoms - The Uprising,4.5,23.0,0.0,"['0.99', '4.99', '9.99', '19.99']","AsNet Co.,Ltd",9.0,EN,410138624.0,1309,1178,0,1,0,0,0,0,0,0,0,0,0,0,0,958,131
Z-Defense,0.0,0.0,0.0,"['1.99', '0.99', '1.99']",nazary kulinich,9.0,EN,72986624.0,1110,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,0
War of Warship:Pacific War,3.0,1637.0,0.0,"['14.99', '99.99', '7.99', '2.99', '49.99', '5.99', '0.99', '0.99', '2.99', '4.99']",GAME KNIGHT NETWORK TECHNOLOGY LIMITED,12.0,EN,129966080.0,1274,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1254,1265
Chess Clinic,0.0,0.0,4.99,['0.0'],Tony Walsh,17.0,EN,21258240.0,1352,1352,0,0,0,0,0,1,0,0,0,0,0,0,0,3202,0
HexJump - Create Yourself Level,0.0,0.0,0.99,['0.0'],HAOREN XUAN,9.0,"EN, ZH",108193792.0,928,928,0,0,0,0,0,0,1,0,1,0,0,0,0,202,0
Rogue Elephant,0.0,0.0,0.0,['0.0'],Mithra Media,4.0,EN,27632640.0,1268,1268,1,0,0,0,0,0,0,0,0,0,0,0,0,557,0
Mini Chess (Quick Chess),4.5,157.0,0.0,['0.0'],OutOfTheBit Ltd,4.0,"EN, IT",41309184.0,1296,404,0,0,1,0,0,1,0,0,0,0,0,0,0,1301,892
USA Ambition,0.0,0.0,0.0,['0.0'],"RUCKYGAMES CO., LTD.",4.0,"EN, JA",9470976.0,1292,1292,0,0,0,0,0,1,0,0,0,0,0,0,0,1114,0
Whirly Blocks - jumping ball bounce game,0.0,0.0,0.0,['1.99'],Flamethrower,4.0,EN,30983168.0,1347,807,0,0,0,0,1,0,0,0,0,0,0,0,0,352,540
QONQR: World in Play,4.0,33.0,0.0,"['4.99', '9.99', '0.99', '4.99', '18.99', '2.99', '2.99', '35.99', '0.99', '99.99']",QONQR LLC,9.0,"EN, DE, HU, IT, PL, PT, ES",172102656.0,1204,-5,0,0,0,0,0,0,0,0,0,0,1,0,0,2583,1209
Hidden Objects Of A Five Camping Tips,0.0,0.0,0.0,['2.99'],mahesh aghera,4.0,EN,27115520.0,1346,1346,0,0,0,0,0,1,0,0,1,0,0,0,0,1178,0
Bible Quest Game,0.0,0.0,0.0,"['0.99', '1.99', '2.99', '3.99']",TheBibleAppProject.org,4.0,EN,172657664.0,1348,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,669,38
Number Linker Free - SoCrative Circle Link Puzzle Game app,4.5,699.0,0.0,['0.0'],Liu ZhenYu,4.0,EN,7591936.0,1347,1347,0,0,0,0,0,0,1,0,1,0,0,0,0,437,0
Drakenlords: CCG Card Duels,4.5,254.0,0.0,"['9.99', '6.99', '19.99', '1.99', '9.99', '9.99', '9.99', '4.99', '19.99', '4.99']",Everguild Ltd.,12.0,EN,220795904.0,951,363,0,0,0,1,0,0,1,0,0,0,0,0,0,1128,588
Color Pin,0.0,0.0,0.0,['0.0'],Ararat Pognosyan,4.0,EN,91266048.0,1324,1324,1,0,0,0,0,0,0,0,0,0,0,0,0,449,0
Monster Bomb - Free,0.0,0.0,0.0,['0.0'],ZHENG LIAN,4.0,EN,20004864.0,1342,1048,0,0,0,0,0,0,0,0,1,0,0,0,0,274,294
17 Blocks,0.0,0.0,0.0,['0.99'],Denis Tokarev,4.0,"AR, HY, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, VI",19123200.0,1328,1328,0,0,0,0,0,0,1,0,1,0,0,0,0,71,0
Monster Bomb 2 - Free Match 3,0.0,0.0,0.0,['0.0'],ZHENG LIAN,4.0,EN,19581952.0,1342,1048,0,0,0,0,0,0,0,0,1,0,0,0,0,456,294
City Car Transport - Cargo Trailer Truck,0.0,0.0,0.0,['0.0'],Syed Shahzad,4.0,EN,150916096.0,1310,1310,0,0,0,0,0,0,1,0,0,0,1,0,0,1871,0
Ninja Puzzle,0.0,0.0,0.0,['0.99'],Jorgen Rase,4.0,EN,18070528.0,801,494,0,0,0,0,0,0,0,0,1,0,0,0,0,221,307
Battle of Arrow : Survival PvP,4.5,196.0,0.0,"['9.99', '0.99', '4.99', '19.99', '0.99', '2.99', '9.99', '4.99', '1.99', '9.99']",Four Thirty Three,12.0,"EN, JA, KO, ZH, TH, ZH",266311680.0,588,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1348,589
Surrounded - surround the criminal,0.0,0.0,0.0,['0.0'],Edwin van Verseveld,4.0,EN,46484480.0,1276,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0
Lost In Holland,4.5,23.0,0.0,"['0.99', '4.99']",Zheng Hui,4.0,"EN, FR, DE, JA, RU, ZH, ES, ZH",63992832.0,1339,210,0,0,0,0,0,0,1,0,1,0,0,0,0,761,1129
Submarine Hunter Depth Charge,4.0,12.0,0.0,['0.0'],Johan Gerhard Ottens,12.0,EN,108682240.0,1347,571,0,0,0,0,0,0,0,0,1,0,0,0,0,1879,776
Zone of Fire,5.0,19.0,0.99,['0.0'],Elliott Lee,9.0,EN,141622272.0,1174,1079,1,0,0,0,0,0,0,0,0,0,0,0,0,1143,95
Bubble Shooter Land,4.5,40.0,0.0,['0.0'],Cellular Century,4.0,"EN, ZH",21024768.0,1347,1307,0,0,0,0,0,0,0,0,1,0,0,0,0,1815,40
Monster Roller,2.5,10.0,0.0,"['14.99', '4.99', '2.99', '0.99', '9.99']",Boomzap,12.0,EN,80003072.0,1276,1254,0,0,0,0,0,0,0,0,0,1,0,0,0,2047,22
Gods and Glory: War of Thrones,4.0,888.0,0.0,"['0.99', '0.99', '99.99', '4.99', '9.99', '4.99', '24.99', '1.99', '49.99', '4.99', '0.99', '4.99']",WARGAMING Group Limited,9.0,"CS, EN, FI, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, TH, ZH, TR, VI",294190080.0,960,-26,0,0,0,0,0,0,0,0,0,1,0,0,0,2565,986
BigBang Risen,0.0,0.0,0.0,['0.0'],Yi Su,4.0,"EN, ZH",16035840.0,1338,1307,0,0,0,0,0,0,0,0,1,0,0,0,0,626,31
World War Chess,0.0,0.0,0.0,['0.0'],Credencys Solutions Inc,12.0,EN,395404288.0,1338,1338,0,0,1,0,0,0,0,0,0,0,0,0,0,372,0
Rocket Warfare Space Vega Attack,0.0,0.0,0.0,['2.99'],"NetSummit Enterprises, Inc.",4.0,EN,18063360.0,1326,1326,0,1,0,0,0,0,0,0,0,0,0,0,0,914,0
Z-Quest (Can you get Z),0.0,0.0,0.0,"['2.99', '4.99', '1.99', '0.99']",Claudia Bonilla,4.0,"EN, IT, ES",20768768.0,1325,1180,0,0,1,0,0,0,0,0,0,0,0,0,0,279,145
2048&Emoji,5.0,5.0,0.0,['0.99'],Manar Alhamdy,4.0,"AR, EN, JA, ZH, ES",16911360.0,1341,1142,0,0,0,0,0,0,1,0,1,0,0,0,0,360,199
Bubble Shooter Redux - Orbital,0.0,0.0,0.0,['0.0'],Amsterdamsoft LLC,4.0,EN,23099392.0,1343,407,0,0,0,0,1,0,0,0,0,0,0,0,0,2198,936
Ninja Boy Adventures - Bomberman edition,4.5,28.0,1.99,['0.0'],The Clash Soft,4.0,"EN, ES",121890816.0,1247,1203,0,0,0,0,1,0,0,0,0,0,0,0,0,2282,44
Magical Potions Match Link,0.0,0.0,0.0,['0.0'],MobiEos Software Private Ltd.,9.0,EN,83135488.0,1338,1338,0,0,0,0,0,0,0,0,1,0,0,0,1,599,0
Fruit Smash Crush - 3 match puzzle yummy world game,0.0,0.0,0.0,"['4.99', '1.99', '9.99', '19.99']",ZHANG YIYANG,4.0,"CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, IT, JA, KO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, ZH, TR",53784576.0,1346,1346,1,0,0,0,0,0,0,0,0,0,0,0,0,1006,0
Hella Fly Game,0.0,0.0,0.0,['0.0'],William Johnson,4.0,"AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",7442432.0,1343,1343,0,0,0,0,1,0,0,0,0,0,0,0,0,240,0
Building - Stay 5 Seconds,0.0,0.0,0.0,['0.0'],ZHENG LIAN,4.0,EN,10662912.0,1346,1044,0,0,0,0,0,0,0,0,1,0,0,0,0,402,302
Get my car out! Unblock puzzle,0.0,0.0,0.0,['0.0'],Iker Vazquez,4.0,EN,21426176.0,1343,1336,0,0,0,0,0,1,0,0,1,0,0,0,0,388,7
WW2 TD Battlefield Heroes,4.5,22.0,0.0,"['1.99', '1.99', '0.99', '4.99', '2.99', '0.99', '0.99', '1.99']",Hammy Rahardja,9.0,EN,46309376.0,1341,1341,0,1,0,0,0,0,0,0,0,0,0,0,0,3566,0
Enjoy Luck Go,0.0,0.0,0.0,['0.0'],Mai The Hung,4.0,EN,57942016.0,1294,1029,0,0,0,0,0,0,0,0,0,0,0,0,1,129,265
Zombie Escape Free by Viqua Games,0.0,0.0,0.0,['0.0'],"ViquaSoft Co., Ltd.",12.0,EN,53835776.0,1330,1329,0,0,0,0,0,0,0,0,0,0,1,0,0,1402,1
Hidden Objects Of The Enchanted Forest,2.0,5.0,0.0,"['2.99', '2.99', '2.99', '2.99', '2.99']",sumit aghera,4.0,EN,29806592.0,1346,712,0,0,0,0,0,0,1,0,1,0,0,0,0,1186,634
Bubble Wrap Mania,0.0,0.0,0.0,['0.0'],Elisabeth Kasimir,4.0,EN,23706624.0,1337,1000,1,0,0,0,0,0,1,0,0,0,0,0,0,714,337
Hidden Objects Of A Words Of Love,0.0,0.0,0.0,"['2.99', '2.99', '2.99', '2.99', '2.99']",Rohit Aghera,4.0,EN,26058752.0,1351,1351,0,0,0,0,0,0,1,0,1,0,0,0,0,1175,0
